Site;Latitude;Longitude;Date; PM25; PM10; O3; NO2; SO2; 
Thailand;13.76251667;100.5502;2022/11/04;82;49;20;11;2; 
Thailand;13.76251667;100.5502;2022/11/05;105;51;24;13;2; 
Thailand;13.76251667;100.5502;2022/11/06;97;44;24;5;1; 
Thailand;13.76251667;100.5502;2022/11/07;102;49;31;6; ; 
Thailand;13.76251667;100.5502;2022/11/08;112;48;28;6;1; 
Thailand;13.76251667;100.5502;2022/11/09;105;51;22;5;1; 
Thailand;13.76251667;100.5502;2022/11/10;91;34;22;5; ; 
Thailand;13.76251667;100.5502;2022/11/11;85;29;27;6; ; 
Thailand;13.76251667;100.5502;2022/11/12;78;28;15;3; ; 
Thailand;13.76251667;100.5502;2022/11/13;74;20;10;4;1; 
Thailand;13.76251667;100.5502;2022/11/14;51;33;14;5;1; 
Thailand;13.76251667;100.5502;2022/11/15;53;25;12;8;2; 
Thailand;13.76251667;100.5502;2022/11/16;70;28;18;3;2; 
Thailand;13.76251667;100.5502;2022/11/17;74;29;14;5;1; 
Thailand;13.76251667;100.5502;2022/11/18;69;34;21;5;2; 
Thailand;13.76251667;100.5502;2022/11/19;81;26;9;7;2; 
Thailand;13.76251667;100.5502;2022/11/20;57;26;15;4;2; 
Thailand;13.76251667;100.5502;2022/11/21;59;41;20;4;1; 
Thailand;13.76251667;100.5502;2022/11/22;69;46;16;5;1; 
Thailand;13.76251667;100.5502;2022/11/23;79;31;5;3;1; 
Thailand;13.76251667;100.5502;2022/11/24;60;15;11;3;1; 
Thailand;13.76251667;100.5502;2022/11/25;42;26;6;2;1; 
Thailand;13.76251667;100.5502;2022/11/26;51;37;13;4;2; 
Thailand;13.76251667;100.5502;2022/11/27;63;35;10;3;2; 
Thailand;13.76251667;100.5502;2022/11/28;62;241;14;5;3; 
Thailand;13.76251667;100.5502;2022/11/29;80;375;16;4;2; 
Thailand;13.76251667;100.5502;2022/11/30;94;173;8;6; ; 
Thailand;13.76251667;100.5502;2022/12/01;78;32;6;6;1; 
Thailand;13.76251667;100.5502;2022/12/02;76;36;17;4; ; 
Thailand;13.76251667;100.5502;2022/12/03;67;34;11;6;1; 
Thailand;13.76251667;100.5502;2022/12/04;67;47;14;5;1; 
Thailand;13.76251667;100.5502;2022/12/05;65;28;9;3; ; 
Thailand;13.76251667;100.5502;2022/12/06;58;26;14;5;1; 
Thailand;13.76251667;100.5502;2022/12/07;78;40;21;8;1; 
Thailand;13.76251667;100.5502;2022/12/08;96;47;15;4;1; 
Thailand;13.76251667;100.5502;2022/12/09;89;50;25;3;1; 
Thailand;13.76251667;100.5502;2022/12/10;79;37;14;3; ; 
Thailand;13.76251667;100.5502;2022/12/11;74;32;18;4; ; 
Thailand;13.76251667;100.5502;2022/12/12;87;121;10;3; ; 
Thailand;13.76251667;100.5502;2022/12/13;85;42;13;7;1; 
Thailand;13.76251667;100.5502;2022/12/14;101;118;15;10;1; 
Thailand;13.76251667;100.5502;2022/12/15;109;62;1;23;2; 
Thailand;13.76251667;100.5502;2022/12/16;138;61;5;12;2; 
Thailand;13.76251667;100.5502;2022/12/17;110;218;16;3;1; 
Thailand;13.76251667;100.5502;2022/12/18;76;102;23;8;1; 
Thailand;13.76251667;100.5502;2022/12/19;91;55;25;7;1; 
Thailand;13.76251667;100.5502;2022/12/20;103;51;30;4;1; 
Thailand;13.76251667;100.5502;2022/12/21;124;54;35;6;2; 
Thailand;13.76251667;100.5502;2022/12/22;117;112;27;9; ; 
Thailand;13.76251667;100.5502;2022/12/23;112;51;22;11; ; 
Thailand;13.76251667;100.5502;2022/12/24;102;71;21;6; ; 
Thailand;13.76251667;100.5502;2022/12/25;88;212;24;9;1; 
Thailand;13.76251667;100.5502;2022/12/26;91;88;21;13;1; 
Thailand;13.76251667;100.5502;2022/12/27;100;95;24;10;1; 
Thailand;13.76251667;100.5502;2022/12/28;122;28;22;13; ; 
Thailand;13.76251667;100.5502;2022/12/29;115;91;24;9; ; 
Thailand;13.76251667;100.5502;2022/12/30;85;57;26;3; ; 
Thailand;13.76251667;100.5502;2022/12/31;91;33;27;2; ; 
Thailand;13.76251667;100.5502;2023/01/01;86;41;24;3; ; 
Thailand;13.76251667;100.5502;2022/07/01;42;22;7;1; ; 
Thailand;13.76251667;100.5502;2022/07/02;44;23;8;2; ; 
Thailand;13.76251667;100.5502;2022/07/03;49;16;9;1; ; 
Thailand;13.76251667;100.5502;2022/07/04;44;17;9;2; ; 
Thailand;13.76251667;100.5502;2022/07/05;48;21;12;4; ; 
Thailand;13.76251667;100.5502;2022/07/06;56;14;10;2; ; 
Thailand;13.76251667;100.5502;2022/07/07;55;21;9;2;1; 
Thailand;13.76251667;100.5502;2022/07/08;53;22;6;2; ; 
Thailand;13.76251667;100.5502;2022/07/09;54;21;7;3; ; 
Thailand;13.76251667;100.5502;2022/07/10;49;23;7;2; ; 
Thailand;13.76251667;100.5502;2022/07/11;49;27;8;2; ; 
Thailand;13.76251667;100.5502;2022/07/12;58;26;6;2; ; 
Thailand;13.76251667;100.5502;2022/07/13;59;27;10;4; ; 
Thailand;13.76251667;100.5502;2022/07/14;55;31;11;3; ; 
Thailand;13.76251667;100.5502;2022/07/15;71;26;12;4; ; 
Thailand;13.76251667;100.5502;2022/07/16;60;19;10;3; ; 
Thailand;13.76251667;100.5502;2022/07/17;47;24;10;2; ; 
Thailand;13.76251667;100.5502;2022/07/18;57;28;10;1; ; 
Thailand;13.76251667;100.5502;2022/07/19;53;26;8;2; ; 
Thailand;13.76251667;100.5502;2022/07/20;54;17;3;3; ; 
Thailand;13.76251667;100.5502;2022/07/21;44;21;6;2; ; 
Thailand;13.76251667;100.5502;2022/07/22;48;20;5;4; ; 
Thailand;13.76251667;100.5502;2022/07/23;45;31;8;5; ; 
Thailand;13.76251667;100.5502;2022/07/24;63;32;14;5; ; 
Thailand;13.76251667;100.5502;2022/07/25;56;27;9;4; ; 
Thailand;13.76251667;100.5502;2022/07/26;59;26;10;3; ; 
Thailand;13.76251667;100.5502;2022/07/27;54;23;7;2; ; 
Thailand;13.76251667;100.5502;2022/07/28;51;24;8;2; ; 
Thailand;13.76251667;100.5502;2022/07/29;54;20;14;4; ; 
Thailand;13.76251667;100.5502;2022/07/30;53;19;11;2; ; 
Thailand;13.76251667;100.5502;2022/07/31;52;20;4;4; ; 
Thailand;13.76251667;100.5502;2022/08/01;52;17;4;3; ; 
Thailand;13.76251667;100.5502;2022/08/02;45;19;6;2; ; 
Thailand;13.76251667;100.5502;2022/08/03;44;24;12;2; ; 
Thailand;13.76251667;100.5502;2022/08/04;53;24;7;2; ; 
Thailand;13.76251667;100.5502;2022/08/05;53;29;7;5; ; 
Thailand;13.76251667;100.5502;2022/08/06;58;14;8;2; ; 
Thailand;13.76251667;100.5502;2022/08/07;31;17;7;2; ; 
Thailand;13.76251667;100.5502;2022/08/08;37;21;10;2;1; 
Thailand;13.76251667;100.5502;2022/08/09;56;25;8;5; ; 
Thailand;13.76251667;100.5502;2022/08/10;58;31;7;3; ; 
Thailand;13.76251667;100.5502;2022/08/11;55;26;6;2;1; 
Thailand;13.76251667;100.5502;2022/08/12;55;23;7;3;1; 
Thailand;13.76251667;100.5502;2022/08/13;56;27;13;5; ; 
Thailand;13.76251667;100.5502;2022/08/14;50;23;9;2; ; 
Thailand;13.76251667;100.5502;2022/08/15;53;22;8;2; ; 
Thailand;13.76251667;100.5502;2022/08/16;51;17;6;3; ; 
Thailand;13.76251667;100.5502;2022/08/17;53;10;9;3; ; 
Thailand;13.76251667;100.5502;2022/08/18;55;11;9;3; ; 
Thailand;13.76251667;100.5502;2022/08/19;57;19;6;1; ; 
Thailand;13.76251667;100.5502;2022/08/20;59;21;7;2; ; 
Thailand;13.76251667;100.5502;2022/08/21;60;19;7;3; ; 
Thailand;13.76251667;100.5502;2022/08/22;56;32;15;4;1; 
Thailand;13.76251667;100.5502;2022/08/23;64;31;14;3; ; 
Thailand;13.76251667;100.5502;2022/08/24;67;22;8;4;1; 
Thailand;13.76251667;100.5502;2022/08/25;55;25;4;2; ; 
Thailand;13.76251667;100.5502;2022/08/26;47;28;8;3;1; 
Thailand;13.76251667;100.5502;2022/08/27;51;25;10;5;1; 
Thailand;13.76251667;100.5502;2022/08/28;50;26;14;4; ; 
Thailand;13.76251667;100.5502;2022/08/29;62;32;19;7; ; 
Thailand;13.76251667;100.5502;2022/08/30;76;32;8;4; ; 
Thailand;13.76251667;100.5502;2022/08/31;69;38;16;5; ; 
Thailand;13.76251667;100.5502;2022/09/01;83;53;20;7; ; 
Thailand;13.76251667;100.5502;2022/09/02;92;44;9;4; ; 
Thailand;13.76251667;100.5502;2022/09/03;60;21;12;4; ; 
Thailand;13.76251667;100.5502;2022/09/04;44;14;8;2; ; 
Thailand;13.76251667;100.5502;2022/09/05;29;13;10;2; ; 
Thailand;13.76251667;100.5502;2022/09/06;31;21;20;2; ; 
Thailand;13.76251667;100.5502;2022/09/07;50;19;13;1; ; 
Thailand;13.76251667;100.5502;2022/09/08;49;10;6;1; ; 
Thailand;13.76251667;100.5502;2022/09/09;47;5;5;2; ; 
Thailand;13.76251667;100.5502;2022/09/10;21;13;13;3; ; 
Thailand;13.76251667;100.5502;2022/09/11;43;23;10;3; ; 
Thailand;13.76251667;100.5502;2022/09/12;60;32;15;5; ; 
Thailand;13.76251667;100.5502;2022/09/13;81;27;10;3; ; 
Thailand;13.76251667;100.5502;2022/09/14;68;26;8;1; ; 
Thailand;13.76251667;100.5502;2022/09/15;59;25;10;1; ; 
Thailand;13.76251667;100.5502;2022/09/16;60;22;8;2; ; 
Thailand;13.76251667;100.5502;2022/09/17;52;22;5;3; ; 
Thailand;13.76251667;100.5502;2022/09/18;56;21;7;5; ; 
Thailand;13.76251667;100.5502;2022/09/19;54;25;6;2; ; 
Thailand;13.76251667;100.5502;2022/09/20;55;24;13;2; ; 
Thailand;13.76251667;100.5502;2022/09/21;58;27;25;2; ; 
Thailand;13.76251667;100.5502;2022/09/22;63;31;11;4;1; 
Thailand;13.76251667;100.5502;2022/09/23;76;27;10;4;1; 
Thailand;13.76251667;100.5502;2022/09/24;64;21;5;5;1; 
Thailand;13.76251667;100.5502;2022/09/25;48;11;8;2;1; 
Thailand;13.76251667;100.5502;2022/09/26;27;19;14;3;2; 
Thailand;13.76251667;100.5502;2022/09/27;41;25;8;2;1; 
Thailand;13.76251667;100.5502;2022/09/28;60;20;8;2;1; 
Thailand;13.76251667;100.5502;2022/09/29;48;9;9; ;1; 
Thailand;13.76251667;100.5502;2022/09/30;16;12;7;1;1; 
Thailand;13.76251667;100.5502;2022/04/01;80;21;15;3;2; 
Thailand;13.76251667;100.5502;2022/04/02;44;23;14;4;2; 
Thailand;13.76251667;100.5502;2022/04/03;50;40;23;9;2; 
Thailand;13.76251667;100.5502;2022/04/04;80;50;25;15;1; 
Thailand;13.76251667;100.5502;2022/04/05;96;56;26;15;1; 
Thailand;13.76251667;100.5502;2022/04/06;115;49;18;13;1; 
Thailand;13.76251667;100.5502;2022/04/07;114;65;29;16;1; 
Thailand;13.76251667;100.5502;2022/04/08;153;72;36;14;1; 
Thailand;13.76251667;100.5502;2022/04/09;173;58;29;9;1; 
Thailand;13.76251667;100.5502;2022/04/10;163;48;18;6;2; 
Thailand;13.76251667;100.5502;2022/04/11;135;57;16;5;1; 
Thailand;13.76251667;100.5502;2022/04/12;137;46;22;6;1; 
Thailand;13.76251667;100.5502;2022/04/13;99;48;21;2;2; 
Thailand;13.76251667;100.5502;2022/04/14;100;52;19;1;2; 
Thailand;13.76251667;100.5502;2022/04/15;108;52;16;3;1; 
Thailand;13.76251667;100.5502;2022/04/16;101;50;11;3;1; 
Thailand;13.76251667;100.5502;2022/04/17;93;44;10;5;2; 
Thailand;13.76251667;100.5502;2022/04/18;93;42;12;4;1; 
Thailand;13.76251667;100.5502;2022/04/19;83;55;23;6;1; 
Thailand;13.76251667;100.5502;2022/04/20;99;57;14;3;1; 
Thailand;13.76251667;100.5502;2022/04/21;89;60;10;6;1; 
Thailand;13.76251667;100.5502;2022/04/22;67;54;8;3;1; 
Thailand;13.76251667;100.5502;2022/04/23;56;49;8;4;1; 
Thailand;13.76251667;100.5502;2022/04/24;63;57;7;3;1; 
Thailand;13.76251667;100.5502;2022/04/25;59;57;7;3;1; 
Thailand;13.76251667;100.5502;2022/04/26;60;46;18;7;1; 
Thailand;13.76251667;100.5502;2022/04/27;72;29;11;7; ; 
Thailand;13.76251667;100.5502;2022/04/28;72;29;22;5;1; 
Thailand;13.76251667;100.5502;2022/04/29;60;48;64;8; ; 
Thailand;13.76251667;100.5502;2022/04/30;97;38;17;9; ; 
Thailand;13.76251667;100.5502;2022/05/01;75;31;19;4; ; 
Thailand;13.76251667;100.5502;2022/05/02;63;24;11;4;1; 
Thailand;13.76251667;100.5502;2022/05/03;56;32;10;5; ; 
Thailand;13.76251667;100.5502;2022/05/04;68;36;16;5; ; 
Thailand;13.76251667;100.5502;2022/05/05;79;42;20;2; ; 
Thailand;13.76251667;100.5502;2022/05/06;95;34;9;4; ; 
Thailand;13.76251667;100.5502;2022/05/07;79;30;11;5; ; 
Thailand;13.76251667;100.5502;2022/05/08;70;30;6;9; ; 
Thailand;13.76251667;100.5502;2022/05/09;65;20;3;2; ; 
Thailand;13.76251667;100.5502;2022/05/10;45;21;5;3; ; 
Thailand;13.76251667;100.5502;2022/05/11;57;28;9;3; ; 
Thailand;13.76251667;100.5502;2022/05/12;64;30;5;3; ; 
Thailand;13.76251667;100.5502;2022/05/13;66;36;4;3; ; 
Thailand;13.76251667;100.5502;2022/05/14;79;36;4;2; ; 
Thailand;13.76251667;100.5502;2022/05/15;74;24;4;3; ; 
Thailand;13.76251667;100.5502;2022/05/16;53;26;13;6; ; 
Thailand;13.76251667;100.5502;2022/05/17;57;25;8;4; ; 
Thailand;13.76251667;100.5502;2022/05/18;58;24;5;2; ; 
Thailand;13.76251667;100.5502;2022/05/19;51;19;8;4; ; 
Thailand;13.76251667;100.5502;2022/05/20;33;18;9;4; ; 
Thailand;13.76251667;100.5502;2022/05/21;39;20;10;4; ; 
Thailand;13.76251667;100.5502;2022/05/22;59;25;11;1; ; 
Thailand;13.76251667;100.5502;2022/05/23;56;29;8;2; ; 
Thailand;13.76251667;100.5502;2022/05/24;59;27;14;3; ; 
Thailand;13.76251667;100.5502;2022/05/25;60;42;5;9; ; 
Thailand;13.76251667;100.5502;2022/05/26;58;43;8;4; ; 
Thailand;13.76251667;100.5502;2022/05/27;73;42;10;3; ; 
Thailand;13.76251667;100.5502;2022/05/28;73;50;14;2; ; 
Thailand;13.76251667;100.5502;2022/05/29;92;38;14;2; ; 
Thailand;13.76251667;100.5502;2022/05/30;73;37;15;3; ; 
Thailand;13.76251667;100.5502;2022/05/31;78;43;16;3; ; 
Thailand;13.76251667;100.5502;2022/06/01;83;34;10;3; ; 
Thailand;13.76251667;100.5502;2022/06/02;65;22;6;3; ; 
Thailand;13.76251667;100.5502;2022/06/03;48;20;8;3; ; 
Thailand;13.76251667;100.5502;2022/06/04;43;22;12;3; ; 
Thailand;13.76251667;100.5502;2022/06/05;50;21;10;3; ; 
Thailand;13.76251667;100.5502;2022/06/06;44;27;10;6; ; 
Thailand;13.76251667;100.5502;2022/06/07;57;26;10;4; ; 
Thailand;13.76251667;100.5502;2022/06/08;55;27;9;3; ; 
Thailand;13.76251667;100.5502;2022/06/09;63;30;13;1; ; 
Thailand;13.76251667;100.5502;2022/06/10;66;31;12;3; ; 
Thailand;13.76251667;100.5502;2022/06/11;61;33;15;3; ; 
Thailand;13.76251667;100.5502;2022/06/12;63;31;14;3; ; 
Thailand;13.76251667;100.5502;2022/06/13;77;34;7;2; ; 
Thailand;13.76251667;100.5502;2022/06/14;70;29;5;2; ; 
Thailand;13.76251667;100.5502;2022/06/15;66;25;3;2; ; 
Thailand;13.76251667;100.5502;2022/06/16;59;30;4;10; ; 
Thailand;13.76251667;100.5502;2022/06/17;65;23;2;3; ; 
Thailand;13.76251667;100.5502;2022/06/18;64;21;1;4;1; 
Thailand;13.76251667;100.5502;2022/06/19;60;22;6;4; ; 
Thailand;13.76251667;100.5502;2022/06/20;49;24;8;1; ; 
Thailand;13.76251667;100.5502;2022/06/21;54;28;15;3; ; 
Thailand;13.76251667;100.5502;2022/06/22;66;27;13;3; ; 
Thailand;13.76251667;100.5502;2022/06/23;54;25;13;7; ; 
Thailand;13.76251667;100.5502;2022/06/24;55;22;10;5; ; 
Thailand;13.76251667;100.5502;2022/06/25;51;18;7;2; ; 
Thailand;13.76251667;100.5502;2022/06/26;42;20;6;4; ; 
Thailand;13.76251667;100.5502;2022/06/27;44;26;18;7; ; 
Thailand;13.76251667;100.5502;2022/06/28;57;29;14;5; ; 
Thailand;13.76251667;100.5502;2022/06/29;76;26;9;2; ; 
Thailand;13.76251667;100.5502;2022/06/30;68;23;10;3; ; 
Thailand;13.76251667;100.5502;2022/01/03;82;51;18;13; ; 
Thailand;13.76251667;100.5502;2022/01/04;101;59;21;21;1; 
Thailand;13.76251667;100.5502;2022/01/05;112;56;23;23; ; 
Thailand;13.76251667;100.5502;2022/01/06;113;64;20;21; ; 
Thailand;13.76251667;100.5502;2022/01/07;129;58;19;20;1; 
Thailand;13.76251667;100.5502;2022/01/08;103;56;20;19; ; 
Thailand;13.76251667;100.5502;2022/01/09;117;76;23;22; ; 
Thailand;13.76251667;100.5502;2022/01/10;117;61;21;20;1; 
Thailand;13.76251667;100.5502;2022/01/11;104;52;19;13; ; 
Thailand;13.76251667;100.5502;2022/01/12;99;49;22;12; ; 
Thailand;13.76251667;100.5502;2022/01/13;94;46;21;12; ; 
Thailand;13.76251667;100.5502;2022/01/14;85;48;25;12; ; 
Thailand;13.76251667;100.5502;2022/01/15;94;52;23;10; ; 
Thailand;13.76251667;100.5502;2022/01/16;101;58;20;19; ; 
Thailand;13.76251667;100.5502;2022/01/17;120;59;18;17; ; 
Thailand;13.76251667;100.5502;2022/01/18;110;48;19;15; ; 
Thailand;13.76251667;100.5502;2022/01/19;85;55;25;16; ; 
Thailand;13.76251667;100.5502;2022/01/20;102;35;12;6; ; 
Thailand;13.76251667;100.5502;2022/01/21;67;26;7;6; ; 
Thailand;13.76251667;100.5502;2022/01/22;57;24;15;6; ; 
Thailand;13.76251667;100.5502;2022/01/23;64;28;15;10; ; 
Thailand;13.76251667;100.5502;2022/01/24;74;31;19;16; ; 
Thailand;13.76251667;100.5502;2022/01/25;82;32;14;7; ; 
Thailand;13.76251667;100.5502;2022/01/26;81;37;12;11; ; 
Thailand;13.76251667;100.5502;2022/01/27;87;46;11;7; ; 
Thailand;13.76251667;100.5502;2022/01/28;83;41;16;7;1; 
Thailand;13.76251667;100.5502;2022/01/29;86;36;12;5; ; 
Thailand;13.76251667;100.5502;2022/01/30;78;36;9;3; ; 
Thailand;13.76251667;100.5502;2022/01/31;76;38;10;4; ; 
Thailand;13.76251667;100.5502;2022/02/01;70;33;9;5; ; 
Thailand;13.76251667;100.5502;2022/02/02;60;39;10;7;1; 
Thailand;13.76251667;100.5502;2022/02/03;74;42;14;11; ; 
Thailand;13.76251667;100.5502;2022/02/04;78;48;14;13; ; 
Thailand;13.76251667;100.5502;2022/02/05;94;54;22;14; ; 
Thailand;13.76251667;100.5502;2022/02/06;112;62;27;18;1; 
Thailand;13.76251667;100.5502;2022/02/07;146;62;19;23; ; 
Thailand;13.76251667;100.5502;2022/02/08;144;39;20;7; ; 
Thailand;13.76251667;100.5502;2022/02/09;88;37;18;8; ; 
Thailand;13.76251667;100.5502;2022/02/10;77;37;17;6; ; 
Thailand;13.76251667;100.5502;2022/02/11;69;43;14;10; ; 
Thailand;13.76251667;100.5502;2022/02/12;80;45;11;6; ; 
Thailand;13.76251667;100.5502;2022/02/13;95;36;7;4; ; 
Thailand;13.76251667;100.5502;2022/02/14;71;42;8;10; ; 
Thailand;13.76251667;100.5502;2022/02/15;83;60;12;12; ; 
Thailand;13.76251667;100.5502;2022/02/16;119;62;6;10; ; 
Thailand;13.76251667;100.5502;2022/02/17;119;34;7;6;1; 
Thailand;13.76251667;100.5502;2022/02/18;62;23;4;5; ; 
Thailand;13.76251667;100.5502;2022/02/19;47;22;4;3; ; 
Thailand;13.76251667;100.5502;2022/02/20;40;30;9;8; ; 
Thailand;13.76251667;100.5502;2022/02/21;59;41;11;14; ; 
Thailand;13.76251667;100.5502;2022/02/22;75;56;22;14; ; 
Thailand;13.76251667;100.5502;2022/02/23;105;55;18;15; ; 
Thailand;13.76251667;100.5502;2022/02/24;103;61;20;13; ; 
Thailand;13.76251667;100.5502;2022/02/25;118;58;24;15; ; 
Thailand;13.76251667;100.5502;2022/02/26;122;58;24;14; ; 
Thailand;13.76251667;100.5502;2022/02/27;98;64;36;16; ; 
Thailand;13.76251667;100.5502;2022/02/28;150;50;16;7; ; 
Thailand;13.76251667;100.5502;2022/03/01;107;41;14;5; ; 
Thailand;13.76251667;100.5502;2022/03/02;83;37;12;4;2; 
Thailand;13.76251667;100.5502;2022/03/03;69;42;14;3; ; 
Thailand;13.76251667;100.5502;2022/03/04;81;48;11;5; ; 
Thailand;13.76251667;100.5502;2022/03/05;86;39;10;4; ; 
Thailand;13.76251667;100.5502;2022/03/06;78;35;11;4; ; 
Thailand;13.76251667;100.5502;2022/03/07;71;45;17;10; ; 
Thailand;13.76251667;100.5502;2022/03/08;89;70;41;17; ; 
Thailand;13.76251667;100.5502;2022/03/09;147;46;14;5; ; 
Thailand;13.76251667;100.5502;2022/03/10;93;48;11;4; ; 
Thailand;13.76251667;100.5502;2022/03/11;86;50;14;5; ; 
Thailand;13.76251667;100.5502;2022/03/12;93;49;15;4; ; 
Thailand;13.76251667;100.5502;2022/03/13;93;38;11;6; ; 
Thailand;13.76251667;100.5502;2022/03/14;79;30;11;7; ; 
Thailand;13.76251667;100.5502;2022/03/15;59;23;8;2; ; 
Thailand;13.76251667;100.5502;2022/03/16;50;23;9;1;1; 
Thailand;13.76251667;100.5502;2022/03/17;54;36;8;4; ; 
Thailand;13.76251667;100.5502;2022/03/18;72;36;27;4; ; 
Thailand;13.76251667;100.5502;2022/03/19;85;36;5;6; ; 
Thailand;13.76251667;100.5502;2022/03/20;76;27;4;5; ; 
Thailand;13.76251667;100.5502;2022/03/21;56;31;2;6; ; 
Thailand;13.76251667;100.5502;2022/03/22;56;58;5;5; ; 
Thailand;13.76251667;100.5502;2022/03/23;74;57;4;6;1; 
Thailand;13.76251667;100.5502;2022/03/24;70;60;4;4; ; 
Thailand;13.76251667;100.5502;2022/03/25;66;31;6;3; ; 
Thailand;13.76251667;100.5502;2022/03/26;59;26;7;3;1; 
Thailand;13.76251667;100.5502;2022/03/27;55;32;10;5; ; 
Thailand;13.76251667;100.5502;2022/03/28;71;30;11;5; ; 
Thailand;13.76251667;100.5502;2022/03/29;64;34;18;5; ; 
Thailand;13.76251667;100.5502;2022/03/30;69;42;27;9; ; 
Thailand;13.76251667;100.5502;2022/03/31;84;42;13;4; ; 
Thailand;13.76251667;100.5502;2021/10/01;58;24;11;6; ; 
Thailand;13.76251667;100.5502;2021/10/02;57;36;18;7; ; 
Thailand;13.76251667;100.5502;2021/10/03;72;33;17;10; ; 
Thailand;13.76251667;100.5502;2021/10/04;73;43;19;11; ; 
Thailand;13.76251667;100.5502;2021/10/05;83;26;14;7; ; 
Thailand;13.76251667;100.5502;2021/10/06;64;34;11;10; ; 
Thailand;13.76251667;100.5502;2021/10/07;69;51;20;12;1; 
Thailand;13.76251667;100.5502;2021/10/08;100;25;5;5; ; 
Thailand;13.76251667;100.5502;2021/10/09;54;22;12;3;1; 
Thailand;13.76251667;100.5502;2021/10/10;48;22;8;4; ; 
Thailand;13.76251667;100.5502;2021/10/11;43;21;7;4; ; 
Thailand;13.76251667;100.5502;2021/10/12;47;19;13;2; ; 
Thailand;13.76251667;100.5502;2021/10/13;39;23;8;5; ; 
Thailand;13.76251667;100.5502;2021/10/14;49;25;5;7; ; 
Thailand;13.76251667;100.5502;2021/10/15;57;31;6;4; ; 
Thailand;13.76251667;100.5502;2021/10/16;57;17;6;6; ; 
Thailand;13.76251667;100.5502;2021/10/17;38;23;8;9; ; 
Thailand;13.76251667;100.5502;2021/10/18;48;38;9;11; ; 
Thailand;13.76251667;100.5502;2021/10/19;72;45;20;11; ; 
Thailand;13.76251667;100.5502;2021/10/20;87;50;21;13; ; 
Thailand;13.76251667;100.5502;2021/10/21;97;37;15;11; ; 
Thailand;13.76251667;100.5502;2021/10/22;75;29;9;5; ; 
Thailand;13.76251667;100.5502;2021/10/23;58;28;17;5; ; 
Thailand;13.76251667;100.5502;2021/10/24;56;30;20;6; ; 
Thailand;13.76251667;100.5502;2021/10/25;64;40;26;6; ; 
Thailand;13.76251667;100.5502;2021/10/26;80;46;25;8; ; 
Thailand;13.76251667;100.5502;2021/10/27;86;50;10;9;1; 
Thailand;13.76251667;100.5502;2021/10/28;92;35;17;8; ; 
Thailand;13.76251667;100.5502;2021/10/29;76;45;13;10; ; 
Thailand;13.76251667;100.5502;2021/10/30;90;28;9;7;1; 
Thailand;13.76251667;100.5502;2021/10/31;61;31;11;6; ; 
Thailand;13.76251667;100.5502;2021/11/01;62;36;8;7;1; 
Thailand;13.76251667;100.5502;2021/11/02;69;35;11;7;1; 
Thailand;13.76251667;100.5502;2021/11/03;66;39;13;7;1; 
Thailand;13.76251667;100.5502;2021/11/04;67;34;13;9;1; 
Thailand;13.76251667;100.5502;2021/11/05;71;43;12;10;1; 
Thailand;13.76251667;100.5502;2021/11/06;81;31;13;7;1; 
Thailand;13.76251667;100.5502;2021/11/07;72;39;7;8;1; 
Thailand;13.76251667;100.5502;2021/11/08;71;35;11;7; ; 
Thailand;13.76251667;100.5502;2021/11/09;61;39;18;8; ; 
Thailand;13.76251667;100.5502;2021/11/10;74;52;22;7; ; 
Thailand;13.76251667;100.5502;2021/11/11;88;48;20;9; ; 
Thailand;13.76251667;100.5502;2021/11/12;81;45;14;9;1; 
Thailand;13.76251667;100.5502;2021/11/13;84;44;17;6; ; 
Thailand;13.76251667;100.5502;2021/11/14;90;45;18;8;1; 
Thailand;13.76251667;100.5502;2021/11/15;92;33;11;8; ; 
Thailand;13.76251667;100.5502;2021/11/16;69;26;14;7; ; 
Thailand;13.76251667;100.5502;2021/11/17;55;30;9;6; ; 
Thailand;13.76251667;100.5502;2021/11/18;63;35;19;9; ; 
Thailand;13.76251667;100.5502;2021/11/19;70;39;18;9; ; 
Thailand;13.76251667;100.5502;2021/11/20;79;40;23;11; ; 
Thailand;13.76251667;100.5502;2021/11/21;79;41;8;14; ; 
Thailand;13.76251667;100.5502;2021/11/22;83;30;5;7; ; 
Thailand;13.76251667;100.5502;2021/11/23;58;32;14;9; ; 
Thailand;13.76251667;100.5502;2021/11/24;59;45;22;12; ; 
Thailand;13.76251667;100.5502;2021/11/25;81;50;21;12; ; 
Thailand;13.76251667;100.5502;2021/11/26;89;43;20;8; ; 
Thailand;13.76251667;100.5502;2021/11/27;88;51;24;7; ; 
Thailand;13.76251667;100.5502;2021/11/28;96;44;20;7; ; 
Thailand;13.76251667;100.5502;2021/11/29;87;50;16;9; ; 
Thailand;13.76251667;100.5502;2021/11/30;94;54;16;9; ; 
Thailand;13.76251667;100.5502;2021/12/01;105;55;19;8; ; 
Thailand;13.76251667;100.5502;2021/12/02;105;56;24;15; ; 
Thailand;13.76251667;100.5502;2021/12/03;102;56;24;12; ; 
Thailand;13.76251667;100.5502;2021/12/04;103;59;24;8;1; 
Thailand;13.76251667;100.5502;2021/12/05;109;58;25;11;1; 
Thailand;13.76251667;100.5502;2021/12/06;111;64;13;16; ; 
Thailand;13.76251667;100.5502;2021/12/07;126;61;18;14; ; 
