Site;Latitude;Longitude;Date; PM25; PM10; O3; NO2; SO2; 
Thailand;13.76251667;100.5502;2020/04/03;54;27;4;2;1; 
Thailand;13.76251667;100.5502;2020/04/04;62;28;8;2;2; 
Thailand;13.76251667;100.5502;2020/04/05;63;28;6;2;1; 
Thailand;13.76251667;100.5502;2020/04/06;61;39;9;4;3; 
Thailand;13.76251667;100.5502;2020/04/07;74;37;6;6;2; 
Thailand;13.76251667;100.5502;2020/04/08;70;30;9;4;2; 
Thailand;13.76251667;100.5502;2020/04/09;61;29;13;4;1; 
Thailand;13.76251667;100.5502;2020/04/10;69;30;9;5;1; 
Thailand;13.76251667;100.5502;2020/04/11;73;19;9;2;1; 
Thailand;13.76251667;100.5502;2020/04/12;68;40;12;12;1; 
Thailand;13.76251667;100.5502;2020/04/13;89;50;23;7;2; 
Thailand;13.76251667;100.5502;2020/04/14;110;44;21;7;2; 
Thailand;13.76251667;100.5502;2020/04/15;90;27;12;4;2; 
Thailand;13.76251667;100.5502;2020/04/16;69;23;11;3;2; 
Thailand;13.76251667;100.5502;2020/04/17;56;23;14;4;2; 
Thailand;13.76251667;100.5502;2020/04/18;53;26;11;6;1; 
Thailand;13.76251667;100.5502;2020/04/19;57;23;11;4;1; 
Thailand;13.76251667;100.5502;2020/04/20;60;22;10;3;1; 
Thailand;13.76251667;100.5502;2020/04/21;53;31;14;5;2; 
Thailand;13.76251667;100.5502;2020/04/22;68;34;18;4;1; 
Thailand;13.76251667;100.5502;2020/04/23;70;31;18;8;1; 
Thailand;13.76251667;100.5502;2020/04/24;72;34;10;8;1; 
Thailand;13.76251667;100.5502;2020/04/25;75;47;29;13;2; 
Thailand;13.76251667;100.5502;2020/04/26;90;52;20;13;2; 
Thailand;13.76251667;100.5502;2020/04/27;114;46;33;7; ; 
Thailand;13.76251667;100.5502;2020/04/28;97;51;23;9; ; 
Thailand;13.76251667;100.5502;2020/04/29;108;40;18;7; ; 
Thailand;13.76251667;100.5502;2020/04/30;87;30;16;4; ; 
Thailand;13.76251667;100.5502;2020/05/01;62;33;12;2; ; 
Thailand;13.76251667;100.5502;2020/05/02;60;27;10;1; ; 
Thailand;13.76251667;100.5502;2020/05/03;58;30;15;3;1; 
Thailand;13.76251667;100.5502;2020/05/04;68;32;16;5;2; 
Thailand;13.76251667;100.5502;2020/05/05;70;28;11;3;2; 
Thailand;13.76251667;100.5502;2020/05/06;65;24;10;2;1; 
Thailand;13.76251667;100.5502;2020/05/07;56;25;5;3;2; 
Thailand;13.76251667;100.5502;2020/05/08;52;17;7;3;1; 
Thailand;13.76251667;100.5502;2020/05/09;37;16;8;4;1; 
Thailand;13.76251667;100.5502;2020/05/10;34;25;5;4;2; 
Thailand;13.76251667;100.5502;2020/05/11;49;37;22;7;1; 
Thailand;13.76251667;100.5502;2020/05/12;76;23;11;3;2; 
Thailand;13.76251667;100.5502;2020/05/13;57;25;12;3;1; 
Thailand;13.76251667;100.5502;2020/05/14;54;22;9;3;2; 
Thailand;13.76251667;100.5502;2020/05/15;53;24;9;2;2; 
Thailand;13.76251667;100.5502;2020/05/16;58;23;9;3;1; 
Thailand;13.76251667;100.5502;2020/05/17;57;25;10;4;2; 
Thailand;13.76251667;100.5502;2020/05/18;55;20;9;4;1; 
Thailand;13.76251667;100.5502;2020/05/19;49;24;9;3;2; 
Thailand;13.76251667;100.5502;2020/05/20;56;28;10;3;1; 
Thailand;13.76251667;100.5502;2020/05/21;61;40;17;5;1; 
Thailand;13.76251667;100.5502;2020/05/22;85;47;11;5;2; 
Thailand;13.76251667;100.5502;2020/05/23;85;46;9;5;1; 
Thailand;13.76251667;100.5502;2020/05/24;87;39;6;7;2; 
Thailand;13.76251667;100.5502;2020/05/25;91;39;10;8;2; 
Thailand;13.76251667;100.5502;2020/05/26;92;24;10;7;2; 
Thailand;13.76251667;100.5502;2020/05/27;53;23;12;6;1; 
Thailand;13.76251667;100.5502;2020/05/28;50;26;15;7;2; 
Thailand;13.76251667;100.5502;2020/05/29;54;18;10;6;1; 
Thailand;13.76251667;100.5502;2020/05/30;42;18;8;4; ; 
Thailand;13.76251667;100.5502;2020/05/31;47;23;11;4; ; 
Thailand;13.76251667;100.5502;2020/06/01;48;18;9;3;1; 
Thailand;13.76251667;100.5502;2020/06/02;43;20;8;5; ; 
Thailand;13.76251667;100.5502;2020/06/03;48;24;9;7; ; 
Thailand;13.76251667;100.5502;2020/06/04;53;22;4;7; ; 
Thailand;13.76251667;100.5502;2020/06/05;48;20;8;5; ; 
Thailand;13.76251667;100.5502;2020/06/06;39;17;7;4; ; 
Thailand;13.76251667;100.5502;2020/06/07;32;16;6;4; ; 
Thailand;13.76251667;100.5502;2020/06/08;34;21;4;5; ; 
Thailand;13.76251667;100.5502;2020/06/09;45;18;5;5; ; 
Thailand;13.76251667;100.5502;2020/06/10;40;23;12;6; ; 
Thailand;13.76251667;100.5502;2020/06/11;54;22;13;7; ; 
Thailand;13.76251667;100.5502;2020/06/12;46;21;16;5; ; 
Thailand;13.76251667;100.5502;2020/06/13;47;21;13;4;1; 
Thailand;13.76251667;100.5502;2020/06/14;52;18;5;5; ; 
Thailand;13.76251667;100.5502;2020/06/15;42;17;6;5; ; 
Thailand;13.76251667;100.5502;2020/06/16;42;21;4;7; ; 
Thailand;13.76251667;100.5502;2020/06/17;49;25;8;9; ; 
Thailand;13.76251667;100.5502;2020/06/18;61;23;6;7; ; 
Thailand;13.76251667;100.5502;2020/06/19;59;23;13;6; ; 
Thailand;13.76251667;100.5502;2020/06/20;52;22;15;5; ; 
Thailand;13.76251667;100.5502;2020/06/21;52;26;8;8; ; 
Thailand;13.76251667;100.5502;2020/06/22;60;25;16;9; ; 
Thailand;13.76251667;100.5502;2020/06/23;60;26;15;7; ; 
Thailand;13.76251667;100.5502;2020/06/24;61;25;12;7; ; 
Thailand;13.76251667;100.5502;2020/06/25;54;20;7;6; ; 
Thailand;13.76251667;100.5502;2020/06/26;48;22;12;8; ; 
Thailand;13.76251667;100.5502;2020/06/27;54;19;11;6; ; 
Thailand;13.76251667;100.5502;2020/06/28;50;21;11;5; ; 
Thailand;13.76251667;100.5502;2020/06/29;48;20;9;7; ; 
Thailand;13.76251667;100.5502;2020/06/30;48;21;8;5; ; 
Thailand;13.76251667;100.5502;2020/01/01;74;46;11;15; ; 
Thailand;13.76251667;100.5502;2020/01/02;93;52;12;18; ; 
Thailand;13.76251667;100.5502;2020/01/03;102;56;16;18; ; 
Thailand;13.76251667;100.5502;2020/01/04;121;61;15;17; ; 
Thailand;13.76251667;100.5502;2020/01/05;130;66;14;27; ; 
Thailand;13.76251667;100.5502;2020/01/06;135;69;15;22; ; 
Thailand;13.76251667;100.5502;2020/01/07;139;71;13;22; ; 
Thailand;13.76251667;100.5502;2020/01/08;149;70;18;21; ; 
Thailand;13.76251667;100.5502;2020/01/09;140;93;13;30; ; 
Thailand;13.76251667;100.5502;2020/01/10;180;64;16;14;1; 
Thailand;13.76251667;100.5502;2020/01/11;138;56;15;10; ; 
Thailand;13.76251667;100.5502;2020/01/12;120;56;12;12; ; 
Thailand;13.76251667;100.5502;2020/01/13;116;56;11;12; ; 
Thailand;13.76251667;100.5502;2020/01/14;112;61;13;15; ; 
Thailand;13.76251667;100.5502;2020/01/15;122;67;15;13; ; 
Thailand;13.76251667;100.5502;2020/01/16;127;70;19;15; ; 
Thailand;13.76251667;100.5502;2020/01/17;143;74;12;11; ; 
Thailand;13.76251667;100.5502;2020/01/18;162;72;18;11; ; 
Thailand;13.76251667;100.5502;2020/01/19;159;76;17;16; ; 
Thailand;13.76251667;100.5502;2020/01/20;163;67;16;14; ; 
Thailand;13.76251667;100.5502;2020/01/21;147;63;12;16; ; 
Thailand;13.76251667;100.5502;2020/01/22;124;58;9;10; ; 
Thailand;13.76251667;100.5502;2020/01/23;115;48;7;8; ; 
Thailand;13.76251667;100.5502;2020/01/24;84;39;10;5; ; 
Thailand;13.76251667;100.5502;2020/01/25;69;33;7;7; ; 
Thailand;13.76251667;100.5502;2020/01/26;62;40;10;10;1; 
Thailand;13.76251667;100.5502;2020/01/27;81;47;13;12;1; 
Thailand;13.76251667;100.5502;2020/01/28;101;49;20;16;4; 
Thailand;13.76251667;100.5502;2020/01/29;104;56;21;15; ; 
Thailand;13.76251667;100.5502;2020/01/30;110;68;19;13; ; 
Thailand;13.76251667;100.5502;2020/01/31;138;88;27;17; ; 
Thailand;13.76251667;100.5502;2020/02/01;161;85;25;14; ; 
Thailand;13.76251667;100.5502;2020/02/02;162;80;22;13;10; 
Thailand;13.76251667;100.5502;2020/02/03;159;71;17;10; ; 
Thailand;13.76251667;100.5502;2020/02/04;145;58;17;10; ; 
Thailand;13.76251667;100.5502;2020/02/05;109;48;14;8; ; 
Thailand;13.76251667;100.5502;2020/02/06;91;59;18;13; ; 
Thailand;13.76251667;100.5502;2020/02/07;108;59;22;11; ; 
Thailand;13.76251667;100.5502;2020/02/08;118;72;16;14; ; 
Thailand;13.76251667;100.5502;2020/02/09;138;75;19;13; ; 
Thailand;13.76251667;100.5502;2020/02/10;138;71;22;15; ; 
Thailand;13.76251667;100.5502;2020/02/11;154;58;13;9; ; 
Thailand;13.76251667;100.5502;2020/02/12;126;32;7;5;8; 
Thailand;13.76251667;100.5502;2020/02/13;58;29;6;5; ; 
Thailand;13.76251667;100.5502;2020/02/14;55;37;10;8; ; 
Thailand;13.76251667;100.5502;2020/02/15;75;26;8;7; ; 
Thailand;13.76251667;100.5502;2020/02/16;58;38;13;10;6; 
Thailand;13.76251667;100.5502;2020/02/17;73;62;15;11; ; 
Thailand;13.76251667;100.5502;2020/02/18;118;81;21;17; ; 
Thailand;13.76251667;100.5502;2020/02/19;149;86;18;19; ; 
Thailand;13.76251667;100.5502;2020/02/20;167;79;18;14; ; 
Thailand;13.76251667;100.5502;2020/02/21;154;82;17;13; ; 
Thailand;13.76251667;100.5502;2020/02/22;150;80;21;14; ; 
Thailand;13.76251667;100.5502;2020/02/23;151;87;21;19; ; 
Thailand;13.76251667;100.5502;2020/02/24;166;89;25;13; ; 
Thailand;13.76251667;100.5502;2020/02/25;164;73;20;10; ; 
Thailand;13.76251667;100.5502;2020/02/26;145;75;11;17; ; 
Thailand;13.76251667;100.5502;2020/02/27;140;50;13;9; ; 
Thailand;13.76251667;100.5502;2020/02/28;104;49;12;9; ; 
Thailand;13.76251667;100.5502;2020/02/29;96;51;13;6; ; 
Thailand;13.76251667;100.5502;2020/03/01;91;47;12;6; ; 
Thailand;13.76251667;100.5502;2020/03/02;91;33;9;4; ; 
Thailand;13.76251667;100.5502;2020/03/03;66;29;4;5; ; 
Thailand;13.76251667;100.5502;2020/03/04;56;31;5;6; ; 
Thailand;13.76251667;100.5502;2020/03/05;63;30;5;5; ; 
Thailand;13.76251667;100.5502;2020/03/06;61;32;4;6; ; 
Thailand;13.76251667;100.5502;2020/03/07;63;39;12;4; ; 
Thailand;13.76251667;100.5502;2020/03/08;75;56;24;10; ; 
Thailand;13.76251667;100.5502;2020/03/09;119;49;14;9; ; 
Thailand;13.76251667;100.5502;2020/03/10;107;54;14;10; ; 
Thailand;13.76251667;100.5502;2020/03/11;111;44;8;6; ; 
Thailand;13.76251667;100.5502;2020/03/12;94;37;6;5; ; 
Thailand;13.76251667;100.5502;2020/03/13;80;35;7;5; ; 
Thailand;13.76251667;100.5502;2020/03/14;72;37;5;9; ; 
Thailand;13.76251667;100.5502;2020/03/15;81;57;12;15; ; 
Thailand;13.76251667;100.5502;2020/03/16;109;46;13;4; ; 
Thailand;13.76251667;100.5502;2020/03/17;79;44;9;5; ; 
Thailand;13.76251667;100.5502;2020/03/18;84;40;11;5; ; 
Thailand;13.76251667;100.5502;2020/03/19;75;36;11;5; ; 
Thailand;13.76251667;100.5502;2020/03/20;75;35;13;5; ; 
Thailand;13.76251667;100.5502;2020/03/21;79;29;13;5; ; 
Thailand;13.76251667;100.5502;2020/03/22;69;30;12;7; ; 
Thailand;13.76251667;100.5502;2020/03/23;65;28;9;6; ; 
Thailand;13.76251667;100.5502;2020/03/24;61;31;9;4; ; 
Thailand;13.76251667;100.5502;2020/03/25;70;25;8;4; ; 
Thailand;13.76251667;100.5502;2020/03/26;59;27;7;4; ; 
Thailand;13.76251667;100.5502;2020/03/27;59;37;11;4; ; 
Thailand;13.76251667;100.5502;2020/03/28;81;30;10;3; ; 
Thailand;13.76251667;100.5502;2020/03/29;72; ; ; ; ; 
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
 ;;;;;;;;;
;;;;;;;; ; 
